model_a,model_b,weight,n_shared_datasets
mllama-3-1-8b-it,nexuim-r1-7b-instruct,0.833722175555855,27
mllama-3-1-8b-it,charlie-8b-linear,0.8305887079631806,31
mllama-3-1-8b-it,l3-8b,0.8302541689021706,29
mllama-3-1-8b-it,olmner-7b,0.8225601594136097,27
mllama-3-1-8b-it,skywork-o1-open-llama-3-1-8b,0.8223919972907741,29
mn-12b-foxframe-test,mn-12b-foxframe3-test,0.9436991949709564,27
mn-12b-foxframe-test,mn-12b-mimicore-orochi-v4-experiment,0.9371315949681005,30
mn-12b-foxframe-test,mn-12b-foxframe2-test,0.9333727655455664,26
mn-12b-foxframe-test,mn-12b-mimicore-orochi-v3-experiment,0.9319278946752082,22
mn-12b-foxframe-test,mn-12b-lilithframe-experiment-4,0.9309306309682966,27
mn-12b-foxframe-test,mn-12b-mimicore-orochi,0.92301133311841,26
mn-12b-foxframe-test,mischievous-12b-mix-iii-iv-v,0.9094718481614199,24
mn-12b-foxframe-test,mn-12b-mimicore-whitesnake,0.9040426738202116,18
mn-12b-foxframe-test,mn-12b-unleashed-twilight,0.8929215105998095,24
mn-12b-foxframe-test,vicious-mesh-12b-0-x-ver,0.887701742062591,25
mn-12b-foxframe2-test,mn-12b-mimicore-whitesnake,0.9634894089114835,21
mn-12b-foxframe2-test,mn-12b-lilithframe-experiment-4,0.9539950068847665,28
mn-12b-foxframe2-test,mn-12b-mimicore-nocturne,0.9393460332346696,29
mn-12b-foxframe2-test,mn-12b-foxframe-test,0.9333727655455664,26
mn-12b-foxframe2-test,mn-12b-mimicore-orochi-v4-experiment,0.9247749820310567,32
mn-12b-foxframe2-test,mn-12b-unleashed-twilight,0.9234266363528265,24
mn-12b-foxframe2-test,captain-eris-violet-v0-420-12b,0.9208127228931436,30
mn-12b-foxframe2-test,mn-12b-mimicore-greensnake,0.9201544537188928,26
mn-12b-foxframe2-test,mischievous-12b-mix-iii-ex-v,0.9184828464479304,23
mn-12b-foxframe2-test,mn-12b-mimicore-orochi,0.9176262904795393,26
mn-12b-foxframe3-test,mn-12b-mimicore-whitesnake,0.946855804789665,20
mn-12b-foxframe3-test,mn-12b-foxframe-test,0.9436991949709564,27
mn-12b-foxframe3-test,mn-12b-mimicore-orochi,0.9400189133199306,26
mn-12b-foxframe3-test,mn-12b-mimicore-orochi-v3-experiment,0.9265000586793787,23
mn-12b-foxframe3-test,vicious-mesh-12b-beta,0.9180506425541576,28
mn-12b-foxframe3-test,mn-12b-mimicore-orochi-v4-experiment,0.9139983759966962,31
mn-12b-foxframe3-test,gutensuppe-mistral-nemo-12b,0.9138490187562274,21
mn-12b-foxframe3-test,mn-12b-lilithframe-experiment-4,0.910202971693808,29
mn-12b-foxframe3-test,mn-12b-foxframe2-test,0.9027260422246213,27
mn-12b-foxframe3-test,mn-12b-mimicore-nocturne,0.8773498029377463,31
mn-12b-inferor-v0-0,daughter-of-rhodia-12b,0.8500675707485813,29
mn-12b-inferor-v0-0,mn-chinofun-12b-2,0.8160765405113967,32
mn-12b-inferor-v0-0,falconslerp6-7b,0.7982808579294257,25
mn-12b-inferor-v0-0,flammades-mistral-nemo-12b,0.78106230191154,34
mn-12b-inferor-v0-0,vicious-mesh-12b-omega,0.7806397207839562,28
mn-12b-inferor-v0-0,nameless-12b-prob,0.7781391444899672,31
mn-12b-inferor-v0-0,mn-12b-inferor-v0-1,0.7729622690650944,31
mn-12b-inferor-v0-0,mistral-nemo-kartoffel-12b,0.7670588155093211,34
mn-12b-inferor-v0-0,vicious-mesh-12b-union,0.7553035292777253,29
mn-12b-inferor-v0-0,vicious-mesh-12b-gamma,0.7551331985737351,31
mn-12b-inferor-v0-1,vicious-mesh-12b-omega,0.972718513292672,25
mn-12b-inferor-v0-1,mistral-nemo-vicious-mesh-12b-2407,0.9672309946308288,23
mn-12b-inferor-v0-1,nameless-12b-prob,0.9670860329041633,30
mn-12b-inferor-v0-1,daughter-of-rhodia-12b,0.9649422045067226,27
mn-12b-inferor-v0-1,vicious-mesh-12b-beta,0.9593844926727679,28
mn-12b-inferor-v0-1,vicious-mesh-12b-gamma,0.9549677107010185,27
mn-12b-inferor-v0-1,vicious-mesh-12b-union,0.9489019373591756,28
mn-12b-inferor-v0-1,vicious-mesh-12b-alpha,0.934761506561932,29
mn-12b-inferor-v0-1,mischievous-12b-mix-neo,0.9341554894002526,25
mn-12b-inferor-v0-1,mischievous-12b-mix-0-4v,0.9215163864477678,27
mn-12b-kakigori,mn-12b-lilithframe-experiment-3,0.9716346797124171,25
mn-12b-kakigori,mischievous-12b-mix-0-5v,0.9386067714094297,22
mn-12b-kakigori,vicious-mesh-12b-0-1v,0.9282410489078756,28
mn-12b-kakigori,mischievous-12b-mix-0-3v,0.927903544248091,28
mn-12b-kakigori,vicious-mesh-12b,0.9259061740152149,23
mn-12b-kakigori,mischievous-12b,0.9190781570445414,26
mn-12b-kakigori,vicious-mesh-12b-razor,0.9039804503020877,30
mn-12b-kakigori,mischievous-12b-mix-0-1v,0.9016174168489024,30
mn-12b-kakigori,mischievous-12b-mix-0-2v,0.8905252855400498,28
mn-12b-kakigori,magnolia-v5a-12b,0.8838913695885795,29
mn-12b-lilithframe,mn-12b-lilithframe-experiment-2,0.9503489052861024,20
mn-12b-lilithframe,mn-12b-mimicore-whitesnake-v2-experiment-2,0.8885630111791362,27
mn-12b-lilithframe,mn-12b-mimicore-whitesnake-v2-experiment-4,0.8687314712753238,27
mn-12b-lilithframe,mn-12b-mimicore-whitesnake-v2-experiment-3,0.8387641315174613,26
mn-12b-lilithframe,mn-12b-wolframe,0.8347199097575282,26
mn-12b-lilithframe,mn-12b-mimicore-whitesnake-v2-experiment-1,0.7969637884438064,23
mn-12b-lilithframe,mistral-nemo-gutenberg-12b-v4,0.7700854989522454,24
mn-12b-lilithframe,mn-12b-mag-mell-r1,0.7470904821252428,23
mn-12b-lilithframe,patricide-12b-unslop-mell,0.7369562420995052,26
mn-12b-lilithframe,vicious-mesh-12b-nemo,0.7194666704553673,26
mn-12b-lilithframe-experiment-2,mn-12b-lilithframe,0.9503489052861024,20
mn-12b-lilithframe-experiment-2,mn-12b-mimicore-whitesnake-v2-experiment-3,0.8903829418290586,22
mn-12b-lilithframe-experiment-2,mn-12b-mimicore-whitesnake-v2-experiment-2,0.8509429580535035,21
mn-12b-lilithframe-experiment-2,mn-12b-mimicore-whitesnake-v2-experiment-4,0.8221167450862091,25
mn-12b-lilithframe-experiment-2,patricide-12b-unslop-mell,0.8203600642279645,22
mn-12b-lilithframe-experiment-2,mn-12b-mimicore-whitesnake-v2-experiment-1,0.7987087524550908,19
mn-12b-lilithframe-experiment-2,mn-12b-wolframe,0.7889690333173736,23
mn-12b-lilithframe-experiment-2,vicious-mesh-12b-nemo,0.7868154240045733,23
mn-12b-lilithframe-experiment-2,mistral-nemo-gutenberg-12b-v4,0.7659046382372376,19
mn-12b-lilithframe-experiment-2,caliburn-12b,0.7632388690761749,21
mn-12b-lilithframe-experiment-3,mn-12b-kakigori,0.9716346797124171,25
mn-12b-lilithframe-experiment-3,mischievous-12b-mix-0-5v,0.9392309628710096,26
mn-12b-lilithframe-experiment-3,mischievous-12b-mix-0-3v,0.9341683774957973,30
mn-12b-lilithframe-experiment-3,vicious-mesh-12b,0.9184300853125316,28
mn-12b-lilithframe-experiment-3,mischievous-12b,0.9129799615038764,29
mn-12b-lilithframe-experiment-3,mischievous-12b-mix-0-1v,0.9064076038822253,32
mn-12b-lilithframe-experiment-3,magnolia-v3-12b,0.8931104507614236,27
mn-12b-lilithframe-experiment-3,vicious-mesh-12b-razor,0.8901825096737601,31
mn-12b-lilithframe-experiment-3,mischievous-12b-mix-iii-iv-v,0.8688593712129247,28
mn-12b-lilithframe-experiment-3,mt4-gen2-gemma-2-9b,0.8668930680744749,24
mn-12b-lilithframe-experiment-4,mn-12b-mimicore-nocturne,0.9592821001290978,32
mn-12b-lilithframe-experiment-4,mn-12b-foxframe2-test,0.9539950068847665,28
mn-12b-lilithframe-experiment-4,mn-12b-mimicore-greensnake,0.9399213670402047,32
mn-12b-lilithframe-experiment-4,stella-mistral-nemo-12b-v2,0.9362489988133258,31
mn-12b-lilithframe-experiment-4,captain-eris-violet-v0-420-12b,0.9350023849629098,33
mn-12b-lilithframe-experiment-4,mn-12b-foxframe-test,0.9309306309682966,27
mn-12b-lilithframe-experiment-4,mn-12b-mimicore-whitesnake,0.9307023201745162,22
mn-12b-lilithframe-experiment-4,caliburn-12b,0.929810389097143,29
mn-12b-lilithframe-experiment-4,mn-12b-foxframe3-test,0.910202971693808,29
mn-12b-lilithframe-experiment-4,mn-12b-unleashed-twilight,0.9084780766151606,28
mn-12b-lyra-v3,openchat-3-5-0106-8-11b-36layers-interleaved,0.806387941643281,28
mn-12b-lyra-v3,arliai-rpmax-12b-v1-1,0.7305897017922347,30
mn-12b-lyra-v3,llama-3-1-8b-mediver-v1-01,0.7144569027285628,26
mn-12b-lyra-v3,artificium-llama3-1-8b-001,0.6931286462090943,28
mn-12b-lyra-v3,replete-coder-llama3-8b,0.690343057451767,27
mn-12b-lyra-v3,openbuddy-mixtral-7bx8-v18-1-32k,0.6831233212874607,24
mn-12b-lyra-v3,openchat-3-5-0106-10-7b-48layers-interleaved,0.681916440326736,32
mn-12b-lyra-v3,rombos-replete-coder-instruct-8b-merged,0.6814092099618212,25
mn-12b-lyra-v3,silicon-maid-7b,0.6794672826820213,30
mn-12b-lyra-v3,reflexis-8b-chat-v1,0.6763486689367211,30
mn-12b-mag-mell-r1,captain-bmo-12b,0.8487241736726009,28
mn-12b-mag-mell-r1,patricide-12b-unslop-mell,0.8412818574124571,24
mn-12b-mag-mell-r1,mn-12b-mimicore-whitesnake-v2-experiment-2,0.828111071611967,26
mn-12b-mag-mell-r1,mn-12b-mimicore-greensnake,0.8280763829768784,28
mn-12b-mag-mell-r1,mn-12b-foxframe-test,0.8246230738382111,24
mn-12b-mag-mell-r1,mn-12b-lilithframe-experiment-4,0.814832110390706,29
mn-12b-mag-mell-r1,lyra-gutenberg-mistral-nemo-12b,0.7997217586707531,27
mn-12b-mag-mell-r1,mn-12b-foxframe2-test,0.7984858826646559,24
mn-12b-mag-mell-r1,caliburn-12b,0.7816337193931544,24
mn-12b-mag-mell-r1,vicious-mesh-12b-0-x-ver,0.7795034514978194,26
mn-12b-mimicore-greensnake,mn-12b-lilithframe-experiment-4,0.9399213670402047,32
mn-12b-mimicore-greensnake,mn-12b-mimicore-whitesnake,0.9379560598781307,21
mn-12b-mimicore-greensnake,mn-12b-foxframe2-test,0.9201544537188928,26
mn-12b-mimicore-greensnake,mn-12b-mimicore-nocturne,0.9194865817174126,31
mn-12b-mimicore-greensnake,captain-eris-violet-v0-420-12b,0.9024692873327166,31
mn-12b-mimicore-greensnake,caliburn-12b,0.9021271955306188,27
mn-12b-mimicore-greensnake,stella-mistral-nemo-12b-v2,0.8972059032292923,29
mn-12b-mimicore-greensnake,mn-12b-mimicore-orochi-v4-experiment,0.8760452976708313,32
mn-12b-mimicore-greensnake,mn-12b-foxframe3-test,0.8724492028875661,30
mn-12b-mimicore-greensnake,gutensuppe-mistral-nemo-12b,0.8587494043570103,23
mn-12b-mimicore-nocturne,mn-12b-mimicore-whitesnake,0.9667080929793342,20
mn-12b-mimicore-nocturne,mn-12b-lilithframe-experiment-4,0.9592821001290978,32
mn-12b-mimicore-nocturne,mn-12b-unleashed-twilight,0.9515763785226219,27
mn-12b-mimicore-nocturne,annunaki-12b,0.9417444857895653,27
mn-12b-mimicore-nocturne,mn-12b-foxframe2-test,0.9393460332346696,29
mn-12b-mimicore-nocturne,stella-mistral-nemo-12b-v2,0.9366292068883421,29
mn-12b-mimicore-nocturne,grey-12b,0.9294610333380803,26
mn-12b-mimicore-nocturne,caliburn-12b,0.9287565413136573,28
mn-12b-mimicore-nocturne,gutensuppe-mistral-nemo-12b,0.9273488696565697,23
mn-12b-mimicore-nocturne,captain-eris-violet-v0-420-12b,0.9251307084378897,32
mn-12b-mimicore-orochi,mn-12b-foxframe3-test,0.9400189133199306,26
mn-12b-mimicore-orochi,mn-12b-mimicore-orochi-v3-experiment,0.923558983835667,25
mn-12b-mimicore-orochi,mn-12b-foxframe-test,0.92301133311841,26
mn-12b-mimicore-orochi,mn-12b-mimicore-orochi-v4-experiment,0.9225534129595098,31
mn-12b-mimicore-orochi,mn-12b-foxframe2-test,0.9176262904795393,26
mn-12b-mimicore-orochi,mn-12b-mimicore-whitesnake,0.8975506693775415,20
mn-12b-mimicore-orochi,mn-12b-mimicore-nocturne,0.8805803168365354,30
mn-12b-mimicore-orochi,mn-12b-lilithframe-experiment-4,0.8714017357568496,30
mn-12b-mimicore-orochi,book-gut12b,0.8684459908284233,28
mn-12b-mimicore-orochi,mn-12b-mimicore-orochi-v2-experiment,0.8560223027928728,32
mn-12b-mimicore-orochi-v2-experiment,mn-12b-mimicore-orochi-v3-experiment,0.9178527312102818,28
mn-12b-mimicore-orochi-v2-experiment,l3-1-promissum-mane-8b-della-calc,0.8660995300434432,27
mn-12b-mimicore-orochi-v2-experiment,mn-12b-mimicore-orochi,0.8560223027928728,32
mn-12b-mimicore-orochi-v2-experiment,mn-12b-foxframe3-test,0.8469749073826415,31
mn-12b-mimicore-orochi-v2-experiment,mn-12b-foxframe-test,0.8442384277867586,29
mn-12b-mimicore-orochi-v2-experiment,solar-10-7b-instruct-v1-0-uncensored,0.8309820297758349,28
mn-12b-mimicore-orochi-v2-experiment,mn-12b-mimicore-orochi-v4-experiment,0.8258016412797571,35
mn-12b-mimicore-orochi-v2-experiment,mn-12b-mimicore-whitesnake,0.8224297718362721,23
mn-12b-mimicore-orochi-v2-experiment,mistral-nemo-gutenberg-12b-v2,0.82200992637036,33
mn-12b-mimicore-orochi-v2-experiment,stardust-12b-v2,0.8098682937819827,26
mn-12b-mimicore-orochi-v3-experiment,mn-12b-foxframe-test,0.9319278946752082,22
mn-12b-mimicore-orochi-v3-experiment,mn-12b-foxframe3-test,0.9265000586793787,23
mn-12b-mimicore-orochi-v3-experiment,mn-12b-mimicore-orochi,0.923558983835667,25
mn-12b-mimicore-orochi-v3-experiment,mn-12b-mimicore-orochi-v2-experiment,0.9178527312102818,28
mn-12b-mimicore-orochi-v3-experiment,mn-12b-mimicore-orochi-v4-experiment,0.9082624332159605,28
mn-12b-mimicore-orochi-v3-experiment,book-gut12b,0.8528341092818336,25
mn-12b-mimicore-orochi-v3-experiment,mn-12b-foxframe2-test,0.8379614463955709,24
mn-12b-mimicore-orochi-v3-experiment,mistral-nemo-prism-12b-v7,0.8371791461529281,24
mn-12b-mimicore-orochi-v3-experiment,mn-12b-mimicore-nocturne,0.8371474479339297,25
mn-12b-mimicore-orochi-v3-experiment,mn-12b-unleashed-twilight,0.8325688823740289,24
mn-12b-mimicore-orochi-v4-experiment,mn-12b-mimicore-whitesnake,0.9410801928894581,24
mn-12b-mimicore-orochi-v4-experiment,mn-12b-foxframe-test,0.9371315949681005,30
mn-12b-mimicore-orochi-v4-experiment,mn-12b-foxframe2-test,0.9247749820310567,32
mn-12b-mimicore-orochi-v4-experiment,mn-12b-mimicore-orochi,0.9225534129595098,31
mn-12b-mimicore-orochi-v4-experiment,mn-12b-foxframe3-test,0.9139983759966962,31
mn-12b-mimicore-orochi-v4-experiment,mn-12b-mimicore-orochi-v3-experiment,0.9082624332159605,28
mn-12b-mimicore-orochi-v4-experiment,mn-12b-lilithframe-experiment-4,0.9058762203571025,34
mn-12b-mimicore-orochi-v4-experiment,mn-12b-mimicore-nocturne,0.8989962155573098,33
mn-12b-mimicore-orochi-v4-experiment,mn-12b-mimicore-greensnake,0.8760452976708313,32
mn-12b-mimicore-orochi-v4-experiment,captain-eris-violet-v0-420-12b,0.8628483383911951,35
mn-12b-mimicore-whitesnake,mn-12b-mimicore-nocturne,0.9667080929793342,20
mn-12b-mimicore-whitesnake,mn-12b-foxframe2-test,0.9634894089114835,21
mn-12b-mimicore-whitesnake,mn-12b-foxframe3-test,0.946855804789665,20
mn-12b-mimicore-whitesnake,mn-12b-mimicore-orochi-v4-experiment,0.9410801928894581,24
mn-12b-mimicore-whitesnake,mn-12b-mimicore-greensnake,0.9379560598781307,21
mn-12b-mimicore-whitesnake,mn-12b-lilithframe-experiment-4,0.9307023201745162,22
mn-12b-mimicore-whitesnake,caliburn-12b,0.9222919517586239,21
mn-12b-mimicore-whitesnake,captain-eris-violet-v0-420-12b,0.9138455791549354,24
mn-12b-mimicore-whitesnake,mn-12b-unleashed-twilight,0.9133662649277958,20
mn-12b-mimicore-whitesnake,stella-mistral-nemo-12b-v2,0.9112051344507052,22
mn-12b-mimicore-whitesnake-v2-experiment-1,mn-12b-mimicore-whitesnake-v2-experiment-3,0.8919829925662766,23
mn-12b-mimicore-whitesnake-v2-experiment-1,mn-12b-wolframe,0.8126137628353859,26
mn-12b-mimicore-whitesnake-v2-experiment-1,mn-12b-lilithframe-experiment-2,0.7987087524550908,19
mn-12b-mimicore-whitesnake-v2-experiment-1,mn-12b-lilithframe,0.7969637884438064,23
mn-12b-mimicore-whitesnake-v2-experiment-1,mn-12b-mimicore-whitesnake-v2-experiment-2,0.7689429483416489,28
mn-12b-mimicore-whitesnake-v2-experiment-1,stopcarbon-10-7b-v5,0.7565469024301207,21
mn-12b-mimicore-whitesnake-v2-experiment-1,mn-12b-mimicore-whitesnake-v2-experiment-4,0.734940245293691,28
mn-12b-mimicore-whitesnake-v2-experiment-1,carbonvillain-en-10-7b-v4,0.7302227451118574,26
mn-12b-mimicore-whitesnake-v2-experiment-1,lwq-10b-instruct,0.6993324911087071,23
mn-12b-mimicore-whitesnake-v2-experiment-1,3blareneg-ece-prymmal-martial,0.6863727767264949,21
mn-12b-mimicore-whitesnake-v2-experiment-2,mn-12b-mimicore-whitesnake-v2-experiment-4,0.9576386603073296,31
mn-12b-mimicore-whitesnake-v2-experiment-2,mn-12b-wolframe,0.9026531458255955,31
mn-12b-mimicore-whitesnake-v2-experiment-2,mn-12b-lilithframe,0.8885630111791362,27
mn-12b-mimicore-whitesnake-v2-experiment-2,mn-12b-lilithframe-experiment-2,0.8509429580535035,21
mn-12b-mimicore-whitesnake-v2-experiment-2,mn-12b-mag-mell-r1,0.828111071611967,26
mn-12b-mimicore-whitesnake-v2-experiment-2,mn-12b-foxframe-test,0.826115877762281,25
mn-12b-mimicore-whitesnake-v2-experiment-2,patricide-12b-unslop-mell,0.8009484873270228,27
mn-12b-mimicore-whitesnake-v2-experiment-2,vicious-mesh-12b-0-x-ver,0.7839523429564643,28
mn-12b-mimicore-whitesnake-v2-experiment-2,vicious-mesh-12b-nemo,0.7838949096545442,28
mn-12b-mimicore-whitesnake-v2-experiment-2,mn-12b-foxframe3-test,0.7744548172611472,29
mn-12b-mimicore-whitesnake-v2-experiment-3,mn-12b-mimicore-whitesnake-v2-experiment-1,0.8919829925662766,23
mn-12b-mimicore-whitesnake-v2-experiment-3,mn-12b-lilithframe-experiment-2,0.8903829418290586,22
mn-12b-mimicore-whitesnake-v2-experiment-3,mn-12b-lilithframe,0.8387641315174613,26
mn-12b-mimicore-whitesnake-v2-experiment-3,mn-12b-wolframe,0.8070776351664513,29
mn-12b-mimicore-whitesnake-v2-experiment-3,mn-12b-mimicore-whitesnake-v2-experiment-2,0.7701443388058767,29
mn-12b-mimicore-whitesnake-v2-experiment-3,mn-12b-mimicore-whitesnake-v2-experiment-4,0.7691671070057816,29
mn-12b-mimicore-whitesnake-v2-experiment-3,l3-8b-stheno-v3-2-abliterated,0.6464226193176625,25
mn-12b-mimicore-whitesnake-v2-experiment-3,mn-12b-mag-mell-r1,0.6431128952364444,25
mn-12b-mimicore-whitesnake-v2-experiment-3,mfann3bv1-4,0.6424302636627366,28
mn-12b-mimicore-whitesnake-v2-experiment-3,test-l3-2-rewish-3b-ties-w-base,0.6412910711746762,27
mn-12b-mimicore-whitesnake-v2-experiment-4,mn-12b-mimicore-whitesnake-v2-experiment-2,0.9576386603073296,31
mn-12b-mimicore-whitesnake-v2-experiment-4,mn-12b-wolframe,0.9027978287435727,30
mn-12b-mimicore-whitesnake-v2-experiment-4,mn-12b-lilithframe,0.8687314712753238,27
mn-12b-mimicore-whitesnake-v2-experiment-4,mn-12b-lilithframe-experiment-2,0.8221167450862091,25
mn-12b-mimicore-whitesnake-v2-experiment-4,mn-12b-foxframe-test,0.8156286251956035,26
mn-12b-mimicore-whitesnake-v2-experiment-4,mn-12b-mimicore-whitesnake-v2-experiment-3,0.7691671070057816,29
mn-12b-mimicore-whitesnake-v2-experiment-4,vicious-mesh-12b-beta,0.7649270618779554,29
mn-12b-mimicore-whitesnake-v2-experiment-4,lyra-gutenberg-mistral-nemo-12b,0.7601915740159,31
mn-12b-mimicore-whitesnake-v2-experiment-4,vicious-mesh-12b-nemo,0.7517420321809831,29
mn-12b-mimicore-whitesnake-v2-experiment-4,rocinante-12b-v1,0.749686309459282,32
mn-12b-rp-ink,mn-chinofun-12b-2,0.7673338553009382,29
mn-12b-rp-ink,test-l3-2-rewish-3b-ties-w-base,0.7550289159958347,29
mn-12b-rp-ink,llama-3-2-instruct-jankmixbread-v0-1-3b,0.7527716008345234,27
mn-12b-rp-ink,rocinante-12b-v1,0.7237454201026481,30
mn-12b-rp-ink,llama32-3b-en-emo-1000-stp,0.72368798418677,28
mn-12b-rp-ink,icecocoarp-7b,0.7111216373867203,25
mn-12b-rp-ink,llama32-3b-en-emo-5000-stp,0.7040996187220904,30
mn-12b-rp-ink,test-l3-2-rewish-3b,0.6994475867783898,29
mn-12b-rp-ink,llama-3-2-3b-bespoke-thought,0.696369454295723,28
mn-12b-rp-ink,angelslayer-12b-unslop-mell-rpmax-darkness,0.6957266882594192,25
mn-12b-starcannon-v2,dans-instruct-corecurriculum-12b-chatml,0.8318728011443464,29
mn-12b-starcannon-v2,seallm-7b-v2,0.819450154058916,28
mn-12b-starcannon-v2,mn-12b-starcannon-v3,0.8094566239801789,30
mn-12b-starcannon-v2,12b-mn-dans-reasoning-test-3,0.8008432566970621,32
mn-12b-starcannon-v2,12b-mn-dans-reasoning-test-2,0.7955502437815696,25
mn-12b-starcannon-v2,magnum-v2-5-12b-kto,0.7814271788088281,30
mn-12b-starcannon-v2,mn-loosecannon-12b-v1,0.7813838485892224,26
mn-12b-starcannon-v2,fireball-12b,0.7743512474697964,31
mn-12b-starcannon-v2,magnum-v2-12b,0.7644997050364255,28
mn-12b-starcannon-v2,chatwaifu-12b-v2-0,0.7441910300252322,30
mn-12b-starcannon-v3,chatwaifu-12b-v2-0,0.8954972321886471,28
mn-12b-starcannon-v3,mn-loosecannon-12b-v1,0.8603302277642053,27
mn-12b-starcannon-v3,fireball-12b,0.8421519794035931,32
mn-12b-starcannon-v3,magnum-v2-5-12b-kto,0.8220240734922075,31
mn-12b-starcannon-v3,magnum-v2-12b,0.8114523300475629,28
mn-12b-starcannon-v3,mn-12b-starcannon-v2,0.8094566239801789,30
mn-12b-starcannon-v3,seallm-7b-v2,0.7631780459679193,28
mn-12b-starcannon-v3,stardust-12b-v1,0.7476053993627934,28
mn-12b-starcannon-v3,12b-mn-dans-reasoning-test-2,0.7398599650462887,26
mn-12b-starcannon-v3,mistral-nemo-gutenberg-doppel-12b-v2,0.7306017234048531,27
mn-12b-unleashed-twilight,nemoreremix-12b,0.9612153787181106,30
mn-12b-unleashed-twilight,mn-12b-mimicore-nocturne,0.9515763785226219,27
mn-12b-unleashed-twilight,vicious-mesh-12b-nemo,0.9485942858495091,24
mn-12b-unleashed-twilight,caliburn-12b,0.9464246335751247,23
mn-12b-unleashed-twilight,stella-mistral-nemo-12b-v2,0.9388412560006328,25
mn-12b-unleashed-twilight,book-gut12b,0.9338741407790152,27
mn-12b-unleashed-twilight,glowing-forest-12b,0.9292403728064805,30
mn-12b-unleashed-twilight,lyra-gutenberg-mistral-nemo-12b,0.9264407954762642,27
mn-12b-unleashed-twilight,chronos-gold-12b-1-0,0.9254301820160618,29
mn-12b-unleashed-twilight,mn-12b-foxframe2-test,0.9234266363528265,24
mn-12b-wolframe,mn-12b-mimicore-whitesnake-v2-experiment-4,0.9027978287435727,30
mn-12b-wolframe,mn-12b-mimicore-whitesnake-v2-experiment-2,0.9026531458255955,31
mn-12b-wolframe,mn-12b-foxframe-test,0.8486894924539198,26
mn-12b-wolframe,mn-12b-lilithframe,0.8347199097575282,26
mn-12b-wolframe,mistral-nemo-gutenberg-12b-v4,0.8173924228284695,24
mn-12b-wolframe,mn-12b-foxframe3-test,0.8140860297763245,28
mn-12b-wolframe,mn-12b-mimicore-whitesnake-v2-experiment-1,0.8126137628353859,26
mn-12b-wolframe,vicious-mesh-12b-nemo,0.8119402094520753,27
mn-12b-wolframe,vicious-mesh-12b-digamma,0.8099382877015324,26
mn-12b-wolframe,mn-12b-mimicore-whitesnake-v2-experiment-3,0.8070776351664513,29
mn-chinofun-12b-2,mischievous-12b-mix-neo,0.9338813884816761,27
mn-chinofun-12b-2,nameless-12b-prob,0.9298004006266605,29
mn-chinofun-12b-2,vicious-mesh-12b-alpha,0.9277034781968562,27
mn-chinofun-12b-2,vicious-mesh-12b-omega,0.926729723232654,24
mn-chinofun-12b-2,mischievous-12b-mix-0-4v,0.921219303950889,28
mn-chinofun-12b-2,daughter-of-rhodia-12b,0.9182690235050321,28
mn-chinofun-12b-2,mistral-nemo-vicious-mesh-12b-2407,0.9095625185554911,24
mn-chinofun-12b-2,vicious-mesh-12b-union,0.9051348048138234,27
mn-chinofun-12b-2,mn-12b-inferor-v0-1,0.8979822580969371,28
mn-chinofun-12b-2,vicious-mesh-12b-digamma,0.8861526762351262,23
mn-chinofun-12b-3,mn-chinofun-12b-4,0.930311088166799,32
mn-chinofun-12b-3,mixtureofmerges-moe-4x7b-v5,0.8945356348478929,25
mn-chinofun-12b-3,icesakerp-7b,0.834650200959429,30
mn-chinofun-12b-3,icedrinknamenotfoundrp-7b-model-stock,0.8275867086387557,26
mn-chinofun-12b-3,icedrunkencherryrp-7b,0.8264840398053563,27
mn-chinofun-12b-3,calme-4x7b-moe-v0-2,0.8190003527504405,28
mn-chinofun-12b-3,yammaths-7b-slerp,0.8126671133708793,29
mn-chinofun-12b-3,multimash3-12b-slerp,0.8118353216371181,32
mn-chinofun-12b-3,yamshadowexperiment28-7b,0.8087422221791627,29
mn-chinofun-12b-3,mn-12b-foxframe2-test,0.8004557975481058,30
mn-chinofun-12b-4,mn-chinofun-12b-3,0.930311088166799,32
mn-chinofun-12b-4,darkatom-12b-v3,0.9231532001091551,26
mn-chinofun-12b-4,mixtureofmerges-moe-4x7b-v5,0.8497209110693629,24
mn-chinofun-12b-4,mn-12b-foxframe2-test,0.8302003074613827,27
mn-chinofun-12b-4,mn-12b-mimicore-nocturne,0.7883017639407998,31
mn-chinofun-12b-4,grey-12b,0.7851997878727307,25
mn-chinofun-12b-4,icedrunkencherryrp-7b,0.7844843279404801,24
mn-chinofun-12b-4,book-gut12b,0.7702500408888967,31
mn-chinofun-12b-4,mistral-nemo-bophades3-12b,0.7693032318171913,32
mn-chinofun-12b-4,mixtral-11bx2-moe-19b,0.7673447636182243,28
mn-loosecannon-12b-v1,magnum-v2-12b,0.8894033312404152,23
mn-loosecannon-12b-v1,mn-12b-starcannon-v3,0.8603302277642053,27
mn-loosecannon-12b-v1,chatwaifu-12b-v2-0,0.8212179048143167,23
mn-loosecannon-12b-v1,magnum-v2-5-12b-kto,0.8152562851585183,26
mn-loosecannon-12b-v1,angelslayer-12b-unslop-mell-rpmax-darkness,0.794808362461554,23
mn-loosecannon-12b-v1,mn-12b-starcannon-v2,0.7813838485892224,26
mn-loosecannon-12b-v1,magnusintellectus-12b-v1,0.721473617088007,28
mn-loosecannon-12b-v1,seallm-7b-v2,0.6873792416750828,25
